"Num_Acc","num_veh","id_usa","date","ville","id_code_insee","latitude","longitude","descr_cat_veh","descr_agglo","descr_athmo","descr_lum","descr_etat_surf","description_intersection","an_nais","age","place","descr_dispo_secu","descr_grav","descr_motif_traj","descr_type_col"
200900032312,"A01",815604,"2009-11-17 15:25:00","PARIS 15","75115",48.8412,2.3002,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1993","30","1","Présence d'un casque - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032312,"B01",815602,"2009-11-17 15:25:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1985","38","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032313,"B01",815606,"2009-11-17 17:00:00","PARIS 12","75112",48.8352,2.4458,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1943","80","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032314,"A01",815607,"2009-11-17 17:40:00","PARIS 08","75108",48.8722,2.3124,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Mouillée","Intersection en T","1980","43","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032322,"A01",815623,"2009-11-16 08:00:00","PARIS 08","75108",48.8722,2.3124,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection en X","1975","48","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032331,"B01",815642,"2009-11-16 14:40:00","PARIS 05","75105",48.8448,2.3551,"PL seul > 7,5T","En agglomération","Normale","Plein jour","Normale","Intersection en X","1962","61","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032333,"B01",815648,"2009-11-16 14:53:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Temps couvert","Plein jour","Normale","Hors intersection","1976","47","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032338,"B01",815658,"2009-11-16 17:25:00","PARIS 12","75112",48.8352,2.4458,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1955","68","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032342,"B01",815666,"2009-11-16 18:30:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1980","43","1","Utilisation d'une ceinture de sécurité ","Indemne","Courses – achats","Deux véhicules – Par le coté"
200900032347,"A01",815674,"2009-11-18 07:05:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1967","56","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032353,"B01",815684,"2009-11-18 12:10:00","PARIS 08","75108",48.8722,2.3124,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1953","70","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032355,"B01",815688,"2009-11-18 13:10:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1964","59","1","Utilisation d'un casque ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032356,"A01",815691,"2009-11-18 14:20:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1954","69","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032357,"A01",815692,"2009-11-18 14:50:00","PARIS 04","75104",48.8566,2.3522,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1980","43","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032359,"A01",815697,"2009-11-18 16:15:00","PARIS 15","75115",48.8412,2.3002,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1955","68","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032365,"A01",815710,"2009-11-18 18:55:00","PARIS 11","75111",48.8584,2.3795,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1982","41","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032366,"A01",815712,"2009-11-18 19:10:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032370,"A01",815724,"2009-11-19 08:15:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1972","51","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032371,"B01",815727,"2009-11-19 08:25:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1969","54","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032386,"A01",815754,"2009-11-19 15:35:00","PARIS 05","75105",48.8448,2.3551,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1985","38","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032388,"B01",815757,"2009-11-19 16:10:00","PARIS 06","75106",48.8493,2.3324,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1956","67","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032390,"A01",815760,"2009-11-19 17:20:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1972","51","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032325,"A01",815628,"2009-11-16 09:41:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Mouillée","Hors intersection","1958","65","1","Présence d'un casque - Utilisation non déterminable","Blessé hospitalisé","Domicile – travail","Deux véhicules – Par le coté"
200900032272,"B01",815528,"2009-11-13 10:40:00","PARIS 08","75108",48.8722,2.3124,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032283,"B01",815546,"2009-11-17 09:00:00","PARIS 20","75120",48.8632,2.4001,"Scooter < 50 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection en X","1983","40","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032292,"A01",815563,"2009-11-13 14:40:00","PARIS 17","75117",48.8872,2.3075,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1989","34","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032294,"B01",815567,"2009-11-13 16:00:00","PARIS 12","75112",48.8352,2.4458,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1975","48","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032304,"B01",815587,"2009-11-13 22:40:00","PARIS 11","75111",48.8584,2.3795,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1965","58","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032306,"B01",815590,"2009-11-17 00:05:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1944","79","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032308,"B01",815595,"2009-11-17 07:45:00","PARIS 10","75110",48.8761,2.3602,"Scooter > 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1950","73","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032309,"B01",815597,"2009-11-17 12:50:00","PARIS 19","75119",48.8817,2.3834,"Scooter < 50 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1980","43","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032312,"A01",815603,"2009-11-17 15:25:00","PARIS 15","75115",48.8412,2.3002,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1993","30","2","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032313,"A01",815605,"2009-11-17 17:00:00","PARIS 12","75112",48.8352,2.4458,"Bicyclette","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1957","66","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032314,"B01",815608,"2009-11-17 17:40:00","PARIS 08","75108",48.8722,2.3124,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Mouillée","Intersection en T","1978","45","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032322,"B01",815622,"2009-11-16 08:00:00","PARIS 08","75108",48.8722,2.3124,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Plein jour","Mouillée","Intersection en X","1974","49","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032331,"A01",815643,"2009-11-16 14:40:00","PARIS 05","75105",48.8448,2.3551,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1990","33","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032333,"A01",815647,"2009-11-16 14:53:00","PARIS 20","75120",48.8632,2.4001,"Scooter < 50 cm3","En agglomération","Temps couvert","Plein jour","Normale","Hors intersection","1988","35","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032338,"A01",815657,"2009-11-16 17:25:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1954","69","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032341,"A01",815662,"2009-11-16 18:22:00","PARIS 13","75113",48.8283,2.3627,"Bicyclette","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection à plus de 4 branches","1981","42","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032342,"A01",815664,"2009-11-16 18:30:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1957","66","2","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032342,"A01",815665,"2009-11-16 18:30:00","PARIS 12","75112",48.8352,2.4458,"Motocyclette > 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1980","43","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032352,"B01",815682,"2009-11-18 11:15:00","PARIS 17","75117",48.8872,2.3075,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1960","63","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032355,"A01",815689,"2009-11-18 13:10:00","PARIS 12","75112",48.8352,2.4458,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1982","41","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032356,"B01",815690,"2009-11-18 14:20:00","PARIS 16","75116",48.86,2.262,"Scooter < 50 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1979","44","1","Utilisation d'un casque ","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032357,"B01",815693,"2009-11-18 14:50:00","PARIS 04","75104",48.8566,2.3522,"Bicyclette","En agglomération","Normale","Plein jour","Normale","Intersection en X","1932","91","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032359,"B01",815698,"2009-11-18 16:15:00","PARIS 15","75115",48.8412,2.3002,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1931","92","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032364,"A01",815708,"2009-11-18 18:50:00","PARIS 14","75114",48.8296,2.3267,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1982","41","1","Utilisation d'un casque ","Blessé léger","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032364,"B01",815707,"2009-11-18 18:50:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Normale","Crépuscule ou aube","Normale","Hors intersection","1975","48","1","Utilisation d'une ceinture de sécurité ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032365,"B01",815709,"2009-11-18 18:55:00","PARIS 11","75111",48.8584,2.3795,"Bicyclette","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1984","39","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Autre","Deux véhicules – Par le coté"
200900032366,"B01",815711,"2009-11-18 19:10:00","PARIS 10","75110",48.8761,2.3602,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1975","48","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032371,"A01",815726,"2009-11-19 08:25:00","PARIS 11","75111",48.8584,2.3795,"Cyclomoteur <50cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1960","63","1","Présence d'un casque - Utilisation non déterminable","Blessé léger","Domicile – travail","Deux véhicules – Par le coté"
200900032386,"B01",815753,"2009-11-19 15:35:00","PARIS 05","75105",48.8448,2.3551,"Motocyclette > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1988","35","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032388,"A01",815756,"2009-11-19 16:10:00","PARIS 06","75106",48.8493,2.3324,"Motocyclette > 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1958","65","1","Utilisation d'un casque ","Blessé léger","Promenade – loisirs","Deux véhicules – Par le coté"
200900032393,"B01",815764,"2009-11-19 17:45:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1950","73","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032394,"A01",815766,"2009-11-19 18:30:00","PARIS 20","75120",48.8632,2.4001,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Nuit avec éclairage public non allumé","Normale","Hors intersection","1985","38","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032402,"B01",815782,"2009-11-21 16:50:00","PARIS 10","75110",48.8761,2.3602,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032415,"B01",815810,"2009-11-21 15:35:00","PARIS 10","75110",48.8761,2.3602,"Scooter < 50 cm3","En agglomération","Temps couvert","Plein jour","Normale","Hors intersection","1988","35","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032416,"A01",815813,"2009-11-21 16:15:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1953","70","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032416,"B01",815811,"2009-11-21 16:15:00","PARIS 11","75111",48.8584,2.3795,"Scooter > 125 cm3","En agglomération","Normale","Plein jour","Normale","Hors intersection","1969","54","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032417,"A01",815814,"2009-11-21 17:05:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1982","41","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032420,"A01",815819,"2009-11-21 19:10:00","PARIS 08","75108",48.8722,2.3124,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en Y","1963","60","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032422,"A01",815824,"2009-11-23 09:18:00","PARIS 20","75120",48.8632,2.4001,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Hors intersection","1964","59","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032426,"B01",815832,"2009-11-23 14:35:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1972","51","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032435,"A01",815846,"2009-11-23 19:45:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Pluie forte","Nuit avec éclairage public allumé","Mouillée","Intersection en Y","1983","40","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032438,"A01",815852,"2009-11-23 19:50:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en Y","1971","52","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032441,"B01",815859,"2009-11-23 21:45:00","PARIS 14","75114",48.8296,2.3267,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en X","1984","39","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032446,"B01",815868,"2009-11-20 06:45:00","PARIS 13","75113",48.8283,2.3627,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1957","66","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032450,"A01",815878,"2009-11-20 08:20:00","PARIS 11","75111",48.8584,2.3795,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1963","60","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032458,"A01",815894,"2009-11-20 12:35:00","PARIS 05","75105",48.8448,2.3551,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection en X","1925","98","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032458,"B01",815896,"2009-11-20 12:35:00","PARIS 05","75105",48.8448,2.3551,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Normale","Plein jour","Normale","Intersection en X","1963","60","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032460,"B01",815899,"2009-11-20 15:10:00","PARIS 08","75108",48.8722,2.3124,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032461,"B01",815901,"2009-11-20 15:35:00","PARIS 09","75109",48.876,2.3375,"VL seul","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1984","39","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032462,"B01",815904,"2009-11-20 15:50:00","PARIS 05","75105",48.8448,2.3551,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection à plus de 4 branches","1981","42","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032464,"B01",815908,"2009-11-20 16:00:00","PARIS 20","75120",48.8632,2.4001,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Intersection en T","1956","67","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032468,"A01",815913,"2009-11-20 18:00:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Pluie légère","Crépuscule ou aube","Normale","Intersection à plus de 4 branches","1965","58","1","Utilisation d'une ceinture de sécurité ","Indemne","Autre","Deux véhicules – Par le coté"
200900032470,"A01",815918,"2009-11-20 18:20:00","PARIS 18","75118",48.8925,2.3444,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1983","40","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032471,"B01",815920,"2009-11-20 18:30:00","PARIS 19","75119",48.8817,2.3834,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection à plus de 4 branches","1938","85","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032475,"B01",815928,"2009-11-20 19:33:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1985","38","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032480,"A01",815937,"2009-11-20 20:10:00","PARIS 15","75115",48.8412,2.3002,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1980","43","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032482,"B01",815942,"2009-11-25 16:55:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Temps couvert","Plein jour","Mouillée","Intersection en T","1939","84","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032484,"A01",815945,"2009-11-25 05:35:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en X","1974","49","1","Utilisation d'une ceinture de sécurité ","Indemne","Domicile – travail","Deux véhicules – Par le coté"
200900032486,"A01",815948,"2009-11-25 08:45:00","PARIS 09","75109",48.876,2.3375,"VL seul","En agglomération","Normale","Plein jour","Normale","Place","1957","66","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032487,"B01",815951,"2009-11-25 08:50:00","PARIS 20","75120",48.8632,2.4001,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Normale","Plein jour","Normale","Hors intersection","1974","49","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032488,"A01",815952,"2009-11-25 08:50:00","PARIS 05","75105",48.8448,2.3551,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1987","36","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
200900032505,"A01",815983,"2009-11-25 21:30:00","PARIS 11","75111",48.8584,2.3795,"VU seul 1,5T <= PTAC <= 3,5T avec ou sans remorque ","En agglomération","Temps couvert","Nuit avec éclairage public allumé","Normale","Intersection en X","1962","61","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032511,"A01",815995,"2009-11-22 00:47:00","PARIS 12","75112",48.8352,2.4458,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en X","1982","41","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032511,"B01",815996,"2009-11-22 00:47:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection en X","1956","67","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032522,"B01",816014,"2009-11-22 15:00:00","PARIS 17","75117",48.8872,2.3075,"VL seul","En agglomération","Pluie légère","Plein jour","Mouillée","Hors intersection","1977","46","1","Présence d'une ceinture de sécurité - Utilisation non déterminable","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032525,"B01",816023,"2009-11-22 17:40:00","PARIS 12","75112",48.8352,2.4458,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Hors intersection","1932","91","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032527,"A01",816029,"2009-11-22 19:15:00","PARIS 17","75117",48.8872,2.3075,"Voiturette (Quadricycle à moteur carrossé) (anciennement ""voiturette ou tricycle à moteur"")","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection à plus de 4 branches","1992","31","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032527,"B01",816028,"2009-11-22 19:15:00","PARIS 17","75117",48.8872,2.3075,"Scooter > 50 cm3 et <= 125 cm3","En agglomération","Pluie légère","Nuit avec éclairage public allumé","Mouillée","Intersection à plus de 4 branches","1986","37","1","Utilisation d'un casque ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032529,"A01",816031,"2009-11-22 20:45:00","PARIS 20","75120",48.8632,2.4001,"VL seul","En agglomération","Normale","Nuit avec éclairage public allumé","Normale","Intersection en T","1986","37","1","Utilisation d'une ceinture de sécurité ","Indemne","Promenade – loisirs","Deux véhicules – Par le coté"
200900032535,"A01",816044,"2009-11-26 08:40:00","PARIS 16","75116",48.86,2.262,"VL seul","En agglomération","Normale","Plein jour","Normale","Hors intersection","1972","51","1","Utilisation d'une ceinture de sécurité ","Indemne","Utilisation professionnelle","Deux véhicules – Par le coté"
